patent_id,year,title,abstract,status,is_genuine_ai,false_positive_reason,ai_technique,application_domain,data_modality,innovation_orientation,core_ai_task,contribution_type,training_paradigm,is_llm_related,confidence,reasoning,v4_is_genuine_ai,v4_ai_technique,v4_innovation_orientation,raw_response
113-028-006-602-101,2018.0,Sports simulation system,"A golf simulation system includes a processor configured to receive image data from a launch area sensing unit to determine position, velocity, acceleration and spin of a golf ball and to calculate a trajectory of the golf ball into a golf scene presented on a display surface. The system includes a ...",success,False,The patent describes a sports simulation system that primarily involves image processing and trajectory calculation without a core AI/ML learning component.,,,,,,,,False,high,The innovation does not involve AI/ML methods as it focuses on image processing and trajectory calculations.,True,computer_vision_cnn,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a sports simulation system that primarily involves image processing and trajectory calculation without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation does not involve AI/ML methods as it focuses on image processing and trajectory calculations."" 
}"
028-223-890-109-985,2018.0,METHOD AND ARRANGEMENTS FOR IDENTIFYING A PIXEL AS A LOCAL EXTREME POINT,"Method and an imaging and processing circuit for identifying a certain pixel as a local extreme point. The imaging and processing circuit generates, in a certain sensing element associated with said certain pixel and in two or more of its closest neighboring sensing elements, sensed signal levels, r...",success,False,The invention focuses on image processing and pixel identification without involving AI/ML methods.,,computer_vision_imaging,image_video,,,,,False,high,The patent describes a method for image processing that does not involve AI techniques.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The invention focuses on image processing and pixel identification without involving AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": ""computer_vision_imaging"",
  ""data_modality"": ""image_video"",
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The patent describes a method for image processing that does not involve AI techniques.""
}"
151-155-812-900-373,2018.0,Systems and methods for availing multiple input channels in a voice application,Methods and arrangements for according multiple input media to a voice-based application. A voice application is accessed and a voice application template which supports a voice input mode is selected. At least one voice application template which supports at least one input mode other than voice an...,success,False,The patent focuses on voice application input methods without a core AI/ML learning component.,,speech_audio,,,,,,False,high,The innovation does not involve AI techniques but rather focuses on input methods for voice applications.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent focuses on voice application input methods without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": ""speech_audio"",
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation does not involve AI techniques but rather focuses on input methods for voice applications.""
}"
158-232-461-068-597,2018.0,Extending Narrow Band Monitoring,"A method, device and integrated circuit for receiving signals in a narrow bandwidth range from a base station of a network, the narrow bandwidth range being a portion of an overall bandwidth range of the network and the signals comprising one or more of cell-specific reference signal (CRS) tones, de...",success,False,"The patent describes a method for signal processing and monitoring in a network, which does not involve AI/ML techniques.",,,,,,,,False,high,"The innovation does not involve AI methods, focusing instead on signal processing.",False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a method for signal processing and monitoring in a network, which does not involve AI/ML techniques."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation does not involve AI methods, focusing instead on signal processing."" 
}"
170-225-873-609-387,2018.0,"System and method for automated model calibration, sensitivity analysis, and optimization","A computer-implemented interface apparatus for automated calibration can include an architecture for automatically managing interchangeable input parameters, interchangeable output objective functions, and interchangeable optimization methods. Prior to calibration, this architecture allows a user to...",success,False,The patent focuses on optimization and calibration methods without a core AI/ML learning component.,,,,,,,,False,high,The innovation primarily addresses optimization and calibration processes rather than introducing a novel AI technique or method.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent focuses on optimization and calibration methods without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation primarily addresses optimization and calibration processes rather than introducing a novel AI technique or method.""
}"
115-191-552-365-951,2019.0,GENERATING CROSS-DOMAIN DATA USING VARIATIONAL MAPPING BETWEEN EMBEDDING SPACES,"A computer-implemented method, computer program product, and system are provided for learning mapping information between different modalities of data. The method includes mapping, by a processor, high-dimensional modalities of data into a low-dimensional manifold to obtain therefor respective low-d...",success,True,,neural_network_general,other,multimodal,fundamental,optimization_planning,algorithmic,not_specified,False,high,"The innovation involves a new method for learning mappings between different data modalities, which is applicable across various domains.",True,generative_model,fundamental,"{
  ""is_genuine_ai"": true,
  ""false_positive_reason"": null,
  ""ai_technique"": ""neural_network_general"",
  ""application_domain"": ""other"",
  ""data_modality"": ""multimodal"",
  ""innovation_orientation"": ""fundamental"",
  ""core_ai_task"": ""optimization_planning"",
  ""contribution_type"": ""algorithmic"",
  ""training_paradigm"": ""not_specified"",
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation involves a new method for learning mappings between different data modalities, which is applicable across various domains.""
}"
087-166-034-707-589,2019.0,DATA DRIVEN RULES ENGINE TO DYNAMICALLY CHANGE PRODUCT BUSINESS RULES,"A management system may update one or more parameters corresponding to system requirements to execute a product, wherein the one or more parameters are updated without changing a product code of the product. A request to execute the product may be received from a first entity system. In response to ...",success,False,The patent describes a management system for updating parameters without involving AI/ML methods.,,,,,,,,False,high,"The innovation does not involve AI techniques or methods, focusing instead on a management system for product execution.",False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a management system for updating parameters without involving AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation does not involve AI techniques or methods, focusing instead on a management system for product execution.""
}"
117-902-400-909-789,2019.0,Automated validation of condition of assembly,A method and apparatus for performing an automated validation of a condition of assembly for a structure. A plurality of images of the structure are registered to a computer model of the structure in which an image in the plurality of images captures a portion of the structure. Each image in the plu...,success,True,,computer_vision_cnn,industrial_manufacturing,image_video,applied,classification_detection,application_implementation,not_specified,False,high,"The invention applies AI techniques to validate assembly conditions in a specific industrial context, making it domain-specific.",True,computer_vision_cnn,applied,"{
  ""is_genuine_ai"": true,
  ""false_positive_reason"": null,
  ""ai_technique"": ""computer_vision_cnn"",
  ""application_domain"": ""industrial_manufacturing"",
  ""data_modality"": ""image_video"",
  ""innovation_orientation"": ""applied"",
  ""core_ai_task"": ""classification_detection"",
  ""contribution_type"": ""application_implementation"",
  ""training_paradigm"": ""not_specified"",
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention applies AI techniques to validate assembly conditions in a specific industrial context, making it domain-specific.""
}"
054-667-433-534-337,2019.0,"DIRECT MEMORY ACCESS CONTROLLER, CORRESPONDING DEVICE AND METHOD FOR RECEIVING, STORING AND PROCESSING DATA","A direct memory access controller intended to be placed in a computing node of a system on chip, comprising: an input buffer for receiving packets of data to be processed coming from an input/output interface of the computing node; a write control module for controlling the writing of the data extra...",success,False,The patent describes a direct memory access controller and data processing method without involving AI/ML techniques.,,,,,,,,False,high,The invention focuses on hardware and data processing methods rather than AI techniques.,False,not_applicable,fundamental,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a direct memory access controller and data processing method without involving AI/ML techniques."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention focuses on hardware and data processing methods rather than AI techniques.""
}"
130-138-412-818-665,2019.0,Author anonymization,"Embodiments of the present invention disclose a method, computer program product, and system for text author anonymization for de-identification of written text. This may be used to replace written text after learning text author writing characteristics, such frequently written terms, grammar patter...",success,True,,classical_ml,nlp_text,text_language,applied,optimization_planning,application_implementation,not_specified,False,medium,"The invention applies AI techniques to a specific problem of author anonymization in text, making it domain-specific.",True,classical_ml,applied,"{
  ""is_genuine_ai"": true,
  ""false_positive_reason"": null,
  ""ai_technique"": ""classical_ml"",
  ""application_domain"": ""nlp_text"",
  ""data_modality"": ""text_language"",
  ""innovation_orientation"": ""applied"",
  ""core_ai_task"": ""optimization_planning"",
  ""contribution_type"": ""application_implementation"",
  ""training_paradigm"": ""not_specified"",
  ""is_llm_related"": false,
  ""confidence"": ""medium"",
  ""reasoning"": ""The invention applies AI techniques to a specific problem of author anonymization in text, making it domain-specific.""
}"
090-265-861-675-287,2019.0,INDICATION OF CHARACTERISTIC BASED ON CONDITION,"One embodiment provides a method comprising: receiving, at an information handling device, object data of at least one object; identifying, using at least one sensor, a characteristic associated with the at least one object, wherein the characteristic is based upon a condition related to the at leas...",success,False,The patent describes a method for identifying characteristics based on sensor data without involving AI/ML techniques.,,,,,,,,False,low,"The invention does not involve AI/ML methods, focusing instead on sensor data processing.",False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a method for identifying characteristics based on sensor data without involving AI/ML techniques."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""low"",
  ""reasoning"": ""The invention does not involve AI/ML methods, focusing instead on sensor data processing."" 
}"
057-997-177-154-060,2019.0,Radiation therapy knowledge exchange,"A method for implementing a radiation therapy knowledge exchange starts with searching a database of cases studies and selecting a case study. The selected case study is downloaded. The downloaded case study is applied to a medical case, wherein the downloaded case is applied using deformable image ...",success,False,The patent describes a method for knowledge exchange in radiation therapy that does not involve AI/ML techniques.,,healthcare_medical,,,,,,False,high,The invention focuses on a method for case study application in medical contexts without incorporating AI techniques.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a method for knowledge exchange in radiation therapy that does not involve AI/ML techniques."",
  ""ai_technique"": null,
  ""application_domain"": ""healthcare_medical"",
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention focuses on a method for case study application in medical contexts without incorporating AI techniques.""
}"
177-049-637-261-635,2020.0,HEAD MOUNTED DISPLAY AND MULTIPLE DEPTH IMAGING APPARATUS,"A head mounted display and a multiple depth imaging apparatus thereof are provided. The imaging apparatus includes a beam splitting device, a first display, a second display, a third display and a lens set. The beam splitting device has a first reflective surface, a second reflective surface and a t...",success,False,The patent describes a head mounted display and imaging apparatus without any AI/ML methods involved.,,,,,,,,False,high,The invention focuses on hardware and imaging techniques rather than AI methodologies.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a head mounted display and imaging apparatus without any AI/ML methods involved."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention focuses on hardware and imaging techniques rather than AI methodologies.""
}"
190-156-810-391-80X,2020.0,HANDHELD LARGE-SCALE THREE-DIMENSIONAL MEASUREMENT SCANNER SYSTEM SIMULTANEOUSLY HAVING PHOTOGRAMMETRIC AND THREE-DIMENSIONAL SCANNING FUNCTIONS,"A handheld large-scale three-dimensional measurement scanner system simultaneously having photogrammetric and three-dimensional scanning functions includes: two cameras at fixed positions; at least one pattern projector; a photogrammetric module; and a three-dimensional scanning module, wherein at l...",success,False,The invention primarily focuses on hardware integration and measurement techniques rather than AI/ML methods.,,,,,,,,False,high,"The patent does not involve AI techniques or methods, focusing instead on photogrammetry and 3D scanning hardware.",False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The invention primarily focuses on hardware integration and measurement techniques rather than AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The patent does not involve AI techniques or methods, focusing instead on photogrammetry and 3D scanning hardware."" 
}"
105-602-623-820-845,2020.0,"Computer server, a method and computer program product",A game server receives game data associated with a computer implemented game played on a user device. Using this data the computer implemented game is recreated in dependence to generate video data which corresponds to the computer implemented game being played on the user device.,success,False,The patent describes a game server that processes game data without a core AI/ML learning component.,,,,,,,,False,high,The invention primarily focuses on server functionality and video data generation rather than AI techniques.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a game server that processes game data without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention primarily focuses on server functionality and video data generation rather than AI techniques.""
}"
066-198-403-415-00X,2020.0,PARAMETER EXTRAPOLATION IN QUANTUM VARIATIONAL CIRCUITS,"According to an embodiment, a system can comprise a memory that stores computer executable components and a processor that executes the computer executable components stored in the memory. The computer executable components can comprise an extrapolation component that extrapolates a system parameter...",success,False,"The patent focuses on parameter extrapolation in quantum circuits, which does not involve AI/ML methods.",,,,,,,,False,high,"The invention does not involve AI techniques or methods, focusing instead on quantum circuit parameters.",False,not_applicable,,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent focuses on parameter extrapolation in quantum circuits, which does not involve AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention does not involve AI techniques or methods, focusing instead on quantum circuit parameters.""
}"
149-932-831-402-910,2020.0,Identification of fonts in an application,"Systems and techniques for identification of fonts include receiving a selection of an area of an image including text, where the selection is received from within an application. The selected area of the image is input to a font matching module within the application. The font matching module ident...",success,True,,computer_vision_cnn,consumer_electronics,image_video,applied,classification_detection,application_implementation,not_specified,False,high,"The invention applies a convolutional neural network specifically for font identification, which is a domain-specific application of AI.",True,computer_vision_cnn,applied,"{
  ""is_genuine_ai"": true,
  ""false_positive_reason"": null,
  ""ai_technique"": ""computer_vision_cnn"",
  ""application_domain"": ""consumer_electronics"",
  ""data_modality"": ""image_video"",
  ""innovation_orientation"": ""applied"",
  ""core_ai_task"": ""classification_detection"",
  ""contribution_type"": ""application_implementation"",
  ""training_paradigm"": ""not_specified"",
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention applies a convolutional neural network specifically for font identification, which is a domain-specific application of AI.""
}"
196-024-903-212-499,2020.0,Identifying parameter image adjustments using image variation and sequential processing,"Methods and systems are provided for identifying parameter image adjustments. In embodiments, a set of candidate parameter values associated with a parameter to be analyzed in association with an image is identified. Subsequently, the image is rendered in accordance with each candidate parameter val...",success,True,,neural_network_general,computer_vision_imaging,image_video,applied,optimization_planning,algorithmic,supervised,False,high,"The innovation primarily focuses on applying a neural network to optimize image adjustments, which is specific to the computer vision domain.",True,neural_network_general,applied,"{
  ""is_genuine_ai"": true,
  ""false_positive_reason"": null,
  ""ai_technique"": ""neural_network_general"",
  ""application_domain"": ""computer_vision_imaging"",
  ""data_modality"": ""image_video"",
  ""innovation_orientation"": ""applied"",
  ""core_ai_task"": ""optimization_planning"",
  ""contribution_type"": ""algorithmic"",
  ""training_paradigm"": ""supervised"",
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation primarily focuses on applying a neural network to optimize image adjustments, which is specific to the computer vision domain.""
}"
097-298-664-969-003,2020.0,Capturing color information from a physical environment,A computing device is used to capture image data of a physical environment. The image data is analyzed to determine color information for colors represented in the physical environment and to determine scene information that describes a room type associated with the physical environment. A palette o...,success,False,The patent focuses on image data analysis for color information and scene description without involving a learning component.,,,,,,,,False,high,"The invention does not introduce a novel AI technique or learning method, but rather describes a system for color analysis and product display.",False,not_applicable,,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent focuses on image data analysis for color information and scene description without involving a learning component."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention does not introduce a novel AI technique or learning method, but rather describes a system for color analysis and product display.""
}"
051-882-768-576-494,2021.0,Wearable device control,"A method and system for improving wearable device function control is provided. The method includes detecting a first gesture executed by a user. A speed and direction of the first gesture; an eye focus of the user, and a time period associated with eye focus being directed towards a display portion...",success,False,"The patent describes a method for controlling a wearable device using gesture recognition and eye tracking, which does not involve a learning component.",,consumer_electronics,,,,,,False,low,The invention focuses on gesture and eye tracking for device control rather than a novel AI technique.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a method for controlling a wearable device using gesture recognition and eye tracking, which does not involve a learning component."",
  ""ai_technique"": null,
  ""application_domain"": ""consumer_electronics"",
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""low"",
  ""reasoning"": ""The invention focuses on gesture and eye tracking for device control rather than a novel AI technique.""
}"
030-140-636-758-961,2021.0,SYSTEM AND METHOD FOR CONCURRENT TRAINING AND UPDATING OF MACHINE LEARNING MODELS AT EDGE NODES IN A PEER TO PEER NETWORK,A method for concurrent training and updating a machine learning (ML) model at an edge node in a peer to peer network using a certifying node is provided. The method includes performing an incremental training of the ML model by a first edge node based on one or more data points associated with a da...,success,True,,classical_ml,networking_infrastructure,sensor_tabular,applied,optimization_planning,system_integration,not_specified,False,medium,"The innovation primarily addresses a specific problem in the context of machine learning model training in a peer-to-peer network, indicating an applied orientation.",True,neural_network_general,fundamental,"{
  ""is_genuine_ai"": true,
  ""false_positive_reason"": null,
  ""ai_technique"": ""classical_ml"",
  ""application_domain"": ""networking_infrastructure"",
  ""data_modality"": ""sensor_tabular"",
  ""innovation_orientation"": ""applied"",
  ""core_ai_task"": ""optimization_planning"",
  ""contribution_type"": ""system_integration"",
  ""training_paradigm"": ""not_specified"",
  ""is_llm_related"": false,
  ""confidence"": ""medium"",
  ""reasoning"": ""The innovation primarily addresses a specific problem in the context of machine learning model training in a peer-to-peer network, indicating an applied orientation.""
}"
173-222-534-763-350,2021.0,IMAGE ADJUSTMENT SYSTEM AND IMAGE ADJUSTMENT DEVICE,An image adjustment system includes: a plurality of image projection devices that respectively project a plurality of images in a plurality of projection ranges; an imaging device that captures a region containing the plurality of projection ranges to obtain a captured image; and a controller that c...,success,False,The patent describes an image adjustment system that does not involve AI/ML methods as a core component.,,,,,,,,False,high,The invention focuses on image projection and adjustment without incorporating AI techniques.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes an image adjustment system that does not involve AI/ML methods as a core component."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention focuses on image projection and adjustment without incorporating AI techniques.""
}"
071-400-972-126-440,2021.0,DYNAMICALLY UPDATING RULES FOR DETECTING COMPROMISED DEVICES,Examples for detecting a compromised device are described. A set of threat detection rules can instruct an application on the client device how to detect whether the client device is compromised. The rules can be updated dynamically and without updating the application that is performing the comprom...,success,False,"The patent describes a method for updating detection rules for compromised devices, which does not involve AI/ML methods.",,security_privacy,,,,,,False,high,The innovation does not involve AI techniques but focuses on rule-based detection methods.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a method for updating detection rules for compromised devices, which does not involve AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": ""security_privacy"",
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation does not involve AI techniques but focuses on rule-based detection methods.""
}"
151-202-062-851-267,2021.0,METHOD AND SYSTEM FOR NAVIGATION CONTROL,"In general, the technology relates to navigation control in a web application that includes receiving an event of a navigation trigger in a first page of a web application, and obtaining, in response to the event, an expression for the navigation trigger. The technology further includes gathering da...",success,False,The patent describes a navigation control system for a web application without involving AI/ML methods.,,,,,,,,False,high,The invention does not involve AI techniques and focuses on web navigation control.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent describes a navigation control system for a web application without involving AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention does not involve AI techniques and focuses on web navigation control.""
}"
157-558-797-183-840,2021.0,Database system testing using robustness maps,Computer-implemented systems and associated operating methods take measurements and landmarks associated with robustness maps and perform tests evaluating the robustness of a database engine's operator implementations and/or query components. The illustrative computer-implemented system comprises lo...,success,False,The patent focuses on testing and evaluating database systems rather than involving AI/ML methods.,,,,,,,,False,high,The innovation does not involve AI techniques but rather focuses on database performance testing.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent focuses on testing and evaluating database systems rather than involving AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation does not involve AI techniques but rather focuses on database performance testing.""
}"
129-974-123-145-423,2021.0,Generating structured queries from natural language text,"Generating structured queries from natural language text may include receiving, using a processor, a natural language text input directed to a database management system and, using the processor, performing natural language processing on the natural language text input using an Unstructured Informat...",success,False,The patent primarily focuses on natural language processing for generating structured queries without a core AI/ML learning component.,,,,,,,,False,high,"The invention does not introduce a novel AI technique or learning method, but rather applies existing NLP methods to a specific task.",False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent primarily focuses on natural language processing for generating structured queries without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention does not introduce a novel AI technique or learning method, but rather applies existing NLP methods to a specific task."" 
}"
167-519-102-944-254,2022.0,Systems and methods for communication,"The invention discloses a method of conveying information from a sender to a receiver by use of various codeword patterns given in a mapping table and detection through decoding via the reverse mapping process. The codeword patterns may be selected as combinations of bits, frequencies, ports, or oth...",success,False,The invention focuses on communication methods and encoding techniques without involving AI/ML methods.,,,,,,,,False,high,"The patent does not describe any AI techniques or methods, focusing instead on communication systems.",False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The invention focuses on communication methods and encoding techniques without involving AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The patent does not describe any AI techniques or methods, focusing instead on communication systems.""
}"
107-920-074-546-797,2022.0,Data visualization in a dashboard display using panel templates,"Systems and methods provide a platform of at least partially pre-defined panel templates that a user can select and manipulate to customize the visualization of data of interest within an interactive dashboard. Each panel template may be defined by a developer in advance to include a set of inputs, ...",success,False,The patent focuses on data visualization and dashboard design without involving AI/ML methods.,,,,,,,,False,high,The innovation is centered around user interface design and data presentation rather than AI techniques.,False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent focuses on data visualization and dashboard design without involving AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The innovation is centered around user interface design and data presentation rather than AI techniques.""
}"
004-610-494-837-509,2022.0,Blockchain-based container image registry,"Methods and systems for storing and retrieving container images are provided. In one embodiment, a method is provided including receiving a container image, which may include executable code, and dividing the container image into a plurality of image parts. One or more image upload transactions may ...",success,False,The patent focuses on blockchain technology for storing container images without involving AI/ML methods.,,,,,,,,False,high,"The invention does not involve AI techniques or methods, focusing instead on blockchain technology.",False,not_applicable,applied,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent focuses on blockchain technology for storing container images without involving AI/ML methods."",
  ""ai_technique"": null,
  ""application_domain"": null,
  ""data_modality"": null,
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention does not involve AI techniques or methods, focusing instead on blockchain technology.""
}"
070-156-786-409-764,2022.0,Polarization-based mapping and perception method and system,"In a method of using a polarimeter for improved mapping and perception of objects on the ground, the polarimeter records raw image data to obtain polarized images of an area. The raw image data is processed to form processed images. The processed images are enhanced, and objects are detected and tra...",success,False,The patent primarily involves signal processing and image enhancement without a core AI/ML learning component.,,computer_vision_imaging,image_video,,,,,False,high,The invention focuses on a method for image processing and object detection using polarization techniques rather than AI/ML methods.,False,not_applicable,,"{
  ""is_genuine_ai"": false,
  ""false_positive_reason"": ""The patent primarily involves signal processing and image enhancement without a core AI/ML learning component."",
  ""ai_technique"": null,
  ""application_domain"": ""computer_vision_imaging"",
  ""data_modality"": ""image_video"",
  ""innovation_orientation"": null,
  ""core_ai_task"": null,
  ""contribution_type"": null,
  ""training_paradigm"": null,
  ""is_llm_related"": false,
  ""confidence"": ""high"",
  ""reasoning"": ""The invention focuses on a method for image processing and object detection using polarization techniques rather than AI/ML methods.""
}"
